Time,,,,,,,,,,,,,,,,
0,1.8,1.62E-07,1.62E-07,1.62E-07,1.62E-07,0,0,0,0,,,,,,,
6.00E-11,1.8,1.62E-07,1.62E-07,1.62E-07,1.62E-07,0,0,0,0,,,,,,,
1.80E-10,1.8,1.62E-07,1.62E-07,1.62E-07,1.62E-07,0,0,0,0,,,,,,,
4.20E-10,1.8,1.62E-07,1.62E-07,1.62E-07,1.62E-07,0,0,0,0,,,,,,,
7.10E-10,1.8,1.62E-07,1.62E-07,1.62E-07,1.62E-07,0,0,0,0,,,,,,,
1.00E-09,1.8,1.62E-07,1.62E-07,1.62E-07,1.62E-07,0,0,0,0,,,,,,,
1.00E-09,1.8,3.99E-05,3.99E-05,3.99E-05,3.99E-05,0,0.001757813,0,0,,,,,,,
1.00E-09,1.8,0.000124504,0.000124504,0.000124464,0.000124464,0,0.005273438,0,0,,,,,,,
1.00E-09,1.8,0.00025721,0.00025721,0.000257193,0.000257193,0,0.012304688,0,0,,,,,,,
1.00E-09,1.8,0.000399959,0.000399959,0.000399946,0.000399946,0,0.02608697,0,0,,,,,,,
1.00E-09,1.8,0.000493369,0.000493369,0.000493371,0.000493371,0,0.053651536,0,0,,,,,,,
1.01E-09,1.8,0.000536703,0.000536703,0.000536689,0.000536689,0,0.108780668,0,0,,,,,,,
1.01E-09,1.8,0.000401711,0.000401713,0.000401588,0.000401588,0,0.219038931,0,0,,,,,,,
1.02E-09,1.8,0.00064618,0.000646256,0.000639304,0.000639304,0,0.439555456,0,0,,,,,,,
1.03E-09,1.8,0.001155468,0.001155759,0.001128416,0.001128416,0,0.535345998,0,0,,,,,,,
1.03E-09,1.8,0.001646452,0.001647009,0.001595938,0.001595938,0,0.583241269,0,0,,,,,,,
1.04E-09,1.8,0.003295196,0.00329791,0.003130696,0.003130696,0,0.679031811,0,0,,,,,,,
1.04E-09,1.8,0.004075669,0.004080268,0.004086819,0.004086819,0,0.78690834,0,0,,,,,,,
1.05E-09,1.8,0.003057134,0.003058946,0.003352822,0.003352822,0,0.891672535,0,0,,,,,,,
1.06E-09,1.8,0.002343936,0.002344015,0.002582166,0.002582166,0,0.994692839,0,0,,,,,,,
1.07E-09,1.8,0.002068555,0.002068673,0.002150926,0.002150926,0,1.200733447,0,0,,,,,,,
1.08E-09,1.8,0.001839061,0.001839142,0.001883877,0.001883877,0,1.350845174,0,0,,,,,,,
1.08E-09,1.8,0.001784291,0.001784166,0.001708344,0.001708344,0,1.527830203,0,0,,,,,,,
1.09E-09,1.8,0.001946467,0.001946275,0.001908787,0.001908787,0,1.663915102,0,0,,,,,,,
1.10E-09,1.8,0.002080537,0.002080428,0.002112733,0.002112733,0,1.8,0,0,,,,,,,
1.10E-09,1.8,0.00153321,0.001533106,0.001589283,0.001589283,0,1.8,0,0,,,,,,,
1.10E-09,1.8,0.000736068,0.000735968,0.00083591,0.00083591,0,1.8,0,0,,,,,,,
1.10E-09,1.8,0.000555522,0.000555426,0.000671421,0.000671421,0,1.8,0,0,,,,,,,
